date,location,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,series_complete_pop_pct
2021-08-25T00:00:00.000,KS,100136,1171617,1594770,896,47.5
2021-08-25T00:00:00.000,SC,168790,1883523,2660491,1088,42.6
2021-08-25T00:00:00.000,TN,193996,2436277,3529470,23871,41.1
2021-08-25T00:00:00.000,AS,545,13658,41282,1,45.9
2021-08-25T00:00:00.000,VI,1295,26248,65769,0,39.7
2021-08-25T00:00:00.000,AL,129331,1778927,2058450,4,36.8
2021-08-25T00:00:00.000,AR,92574,1212678,1424210,1403,40.4
2021-08-25T00:00:00.000,MI,353434,4036111,5703662,1488,50.1
2021-08-25T00:00:00.000,NH,76710,675459,924029,25,59.4
2021-08-25T00:00:00.000,OR,198494,1893275,2812093,3277,57.5
2021-08-25T00:00:00.000,TX,1181272,11566869,16858730,815,46.6
2021-08-25T00:00:00.000,GU,6549,73556,130188,1,61.7
2021-08-25T00:00:00.000,DC,29915,361956,544931,426,56.8
2021-08-25T00:00:00.000,ND,30494,285506,372542,0,41.3
2021-08-25T00:00:00.000,AZ,268735,3107876,4082978,10560,47.3
2021-08-25T00:00:00.000,VA,371673,3760825,5991845,3462,56.6
2021-08-25T00:00:00.000,CT,195787,1799317,2772252,818,65.3
2021-08-25T00:00:00.000,OK,111974,1591836,2026142,166,42.7
2021-08-25T00:00:00.000,MO,196906,2168861,3504756,703,44.4
2021-08-25T00:00:00.000,CA,1754867,18557137,27055047,12329,55.2
2021-08-25T00:00:00.000,IH2,29958,798728,724796,0,34.1
2021-08-25T00:00:00.000,WA,398353,3648926,5325734,6350,59.6
2021-08-25T00:00:00.000,MD,286595,2835566,4379593,9702,60.9
2021-08-25T00:00:00.000,MH,1466,36687,0,0,31.5
2021-08-25T00:00:00.000,DD2,190206,1852560,2716175,1148,0
2021-08-25T00:00:00.000,FM,10806,52894,11,0,32.3
2021-08-25T00:00:00.000,NJ,416045,4286655,6168581,30,60.7
2021-08-25T00:00:00.000,MT,43269,443585,523950,730,45.6
2021-08-25T00:00:00.000,MP,697,8849,56359,0,56.1
2021-08-25T00:00:00.000,NM,93638,1118907,1386436,4992,59.3
2021-08-25T00:00:00.000,WI,260024,2568762,3564438,806,53.4
2021-08-25T00:00:00.000,ID,60606,605738,772236,1667,38.8
2021-08-25T00:00:00.000,VA2,204420,2830604,2471993,6,0
2021-08-25T00:00:00.000,HI,43354,604476,1023222,93766,54.8
2021-08-25T00:00:00.000,KY,186759,1907663,2374159,671,47.8
2021-08-25T00:00:00.000,RI,50101,532967,794650,543,64.1
2021-08-25T00:00:00.000,GA,256030,3966430,5409504,5435,40.9
2021-08-25T00:00:00.000,WY,20831,217352,232361,243,38.2
2021-08-25T00:00:00.000,NV,143386,1166353,1844998,17,47
2021-08-25T00:00:00.000,LA,150299,1768185,2180208,1305,40.4
2021-08-25T00:00:00.000,MS,68720,1036133,1309194,1244,37.3
2021-08-24T00:00:00.000,AK,30134,294821,394848,200,46.8
2021-08-24T00:00:00.000,NJ,414558,4277240,6144062,30,60.6
2021-08-24T00:00:00.000,DC,29905,361675,544340,424,56.8
2021-08-24T00:00:00.000,MA,318501,3683853,5383618,217,65.4
2021-08-24T00:00:00.000,AS,545,13562,41109,1,45.6
2021-08-24T00:00:00.000,CO,249966,2716585,3756143,4357,56.2
2021-08-24T00:00:00.000,OR,198464,1893161,2812079,3277,57.5
2021-08-24T00:00:00.000,MP,691,8797,56216,0,55.9
2021-08-24T00:00:00.000,NY,1057362,9270316,13667129,7279,59.3
2021-08-24T00:00:00.000,DE,48714,445097,641350,963,54.6
2021-08-24T00:00:00.000,VI,1288,26200,65404,0,39.4
2021-08-24T00:00:00.000,MD,286125,2830904,4367911,9666,60.8
2021-08-24T00:00:00.000,WI,259640,2566663,3557384,798,53.3
2021-08-24T00:00:00.000,UT,142047,1239140,1806745,0,46.9
2021-08-24T00:00:00.000,TX,1175716,11533518,16761170,815,46.4
2021-08-24T00:00:00.000,PA,609927,6168837,8410691,648,54.4
2021-08-24T00:00:00.000,MI,352862,4033020,5693544,1486,50
2021-08-24T00:00:00.000,NC,382866,3974130,5911523,459,45.6
2021-08-24T00:00:00.000,WV,39575,686317,779484,350,39.5
2021-08-24T00:00:00.000,DD2,188630,1846433,2701435,1138,0
2021-08-24T00:00:00.000,FM,10718,52507,11,0,32.1
2021-08-24T00:00:00.000,SD,30007,373272,481791,37,48.4
2021-08-24T00:00:00.000,WY,20738,216931,231795,243,38.1
2021-08-24T00:00:00.000,VA2,203755,2828484,2469612,6,0
2021-08-24T00:00:00.000,MS,68705,1036032,1308631,1244,37.2
2021-08-24T00:00:00.000,IN,238940,2409505,3656044,22800,45.7
2021-08-24T00:00:00.000,LA,149718,1762631,2167628,1295,40.2
2021-08-24T00:00:00.000,WA,397496,3644548,5314539,6335,59.5
2021-08-24T00:00:00.000,VT,41769,351606,473750,719,67.5
2021-08-24T00:00:00.000,CA,1751332,18539805,27000645,12318,55.1
2021-08-24T00:00:00.000,ME,111970,712037,896060,735,65.2
2021-08-24T00:00:00.000,IL,523731,5390236,8427840,16816,50.5
2021-08-24T00:00:00.000,NV,143071,1164964,1840206,17,46.9
2021-08-24T00:00:00.000,IH2,29850,797878,722852,0,34
2021-08-24T00:00:00.000,GU,6433,73176,129262,1,61.4
2021-08-24T00:00:00.000,CT,195331,1797798,2767851,803,65.2
2021-08-24T00:00:00.000,IA,140048,1338168,1785792,176,51.1
2021-08-24T00:00:00.000,MO,196534,2164600,3493875,702,44.3
2021-08-24T00:00:00.000,RP,2240,23656,2386,0,81.2
2021-08-24T00:00:00.000,BP2,10283,85441,113917,0,0
2021-08-24T00:00:00.000,ND,30466,285260,371245,0,41.2
2021-08-24T00:00:00.000,NE,74936,781149,1172939,4139,51.3
2021-08-24T00:00:00.000,GA,253718,3925567,5334062,5303,40.4
2021-08-24T00:00:00.000,NH,76586,675203,922595,25,59.4
2021-08-24T00:00:00.000,AL,129241,1777309,2056798,4,36.8
2021-08-24T00:00:00.000,ID,60364,604841,770137,1664,38.7
2021-08-24T00:00:00.000,HI,43226,604104,1020821,93766,54.7
2021-08-24T00:00:00.000,FL,1157518,9340354,13734718,76167,51.7
2021-08-24T00:00:00.000,AR,92215,1208560,1415493,1325,40.1
2021-08-24T00:00:00.000,MT,43150,442952,522609,728,45.6
2021-08-24T00:00:00.000,MN,283515,2404810,3612562,1625,55.2
2021-08-24T00:00:00.000,MH,1439,36487,0,0,31.1
2021-08-24T00:00:00.000,NM,92888,1116593,1380133,4976,59.1
2021-08-24T00:00:00.000,KY,186147,1903463,2366680,668,47.7
2021-08-24T00:00:00.000,VA,370643,3755276,5978485,3456,56.5
2021-08-24T00:00:00.000,RI,50008,532512,793499,538,63.9
2021-08-24T00:00:00.000,TN,193407,2429823,3516675,23624,41
2021-08-24T00:00:00.000,SC,168447,1879338,2653124,1088,42.5
2021-08-24T00:00:00.000,LTC,28055,2018682,5872056,7156,0
2021-08-24T00:00:00.000,KS,99886,1169391,1590300,892,47.4
2021-08-24T00:00:00.000,OH,477634,4587660,6409415,16499,47.9
2021-08-24T00:00:00.000,OK,111576,1588034,2017846,166,42.6
2021-08-24T00:00:00.000,AZ,268240,3103442,4073915,10507,47.2
2021-08-24T00:00:00.000,PR,120595,1737945,2307442,357,62.1
2021-08-23T00:00:00.000,RP,2234,23656,2262,0,81.2
2021-08-23T00:00:00.000,AL,129031,1770989,2043441,4,36.6
2021-08-23T00:00:00.000,VA,370388,3752093,5969101,3451,56.4
2021-08-23T00:00:00.000,IL,523405,5387342,8414731,16807,50.4
2021-08-23T00:00:00.000,NM,92742,1115554,1378210,4969,59
2021-08-23T00:00:00.000,PR,120070,1733695,2297066,357,62
2021-08-23T00:00:00.000,KS,99849,1168485,1587000,892,47.3
2021-08-23T00:00:00.000,NV,142982,1164056,1836314,17,46.8
2021-08-23T00:00:00.000,ME,111643,710589,892172,721,65.1
2021-08-23T00:00:00.000,MI,352737,4031589,5688280,1486,50
2021-08-23T00:00:00.000,WV,39497,685998,778629,350,39.5
2021-08-23T00:00:00.000,MP,680,8670,55958,0,55.5
2021-08-23T00:00:00.000,VA2,203718,2828476,2469605,6,0
2021-08-23T00:00:00.000,AS,545,13520,40898,1,45.3
2021-08-23T00:00:00.000,FM,10671,52280,11,0,32
2021-08-23T00:00:00.000,WA,397127,3641650,5306814,6335,59.5
2021-08-23T00:00:00.000,GA,253716,3925528,5334041,5303,40.4
2021-08-23T00:00:00.000,OK,111561,1586132,2012823,166,42.5
2021-08-23T00:00:00.000,NE,74870,779706,1168141,4136,51.1
2021-08-23T00:00:00.000,UT,141688,1234804,1791554,0,46.7
2021-08-23T00:00:00.000,DE,48686,444723,640494,962,54.5
2021-08-23T00:00:00.000,RI,49994,532188,792638,538,63.8
2021-08-23T00:00:00.000,VI,1281,26139,64905,0,39
2021-08-23T00:00:00.000,AZ,268125,3101112,4068642,10503,47.1
2021-08-23T00:00:00.000,NH,76492,674388,920511,25,59.3
2021-08-23T00:00:00.000,IN,238879,2407926,3650708,22783,45.7
2021-08-23T00:00:00.000,SC,168274,1876201,2647711,1088,42.4
2021-08-23T00:00:00.000,IH2,29842,797747,722634,0,34
2021-08-23T00:00:00.000,MO,196264,2160569,3484781,693,44.2
2021-08-23T00:00:00.000,NJ,413924,4273615,6136891,30,60.5
2021-08-23T00:00:00.000,PA,609360,6163550,8399197,648,54.3
2021-08-23T00:00:00.000,MS,68395,1025575,1285225,1243,36.8
2021-08-23T00:00:00.000,MN,283443,2403841,3609458,1622,55.2
2021-08-23T00:00:00.000,MD,285685,2827669,4358689,9617,60.7
2021-08-23T00:00:00.000,AR,92201,1206165,1411989,1322,40
2021-08-23T00:00:00.000,ND,30465,285242,371200,0,41.2
2021-08-23T00:00:00.000,ID,60332,604499,769208,1658,38.7
2021-08-23T00:00:00.000,CT,195059,1794380,2760596,799,65.1
2021-08-23T00:00:00.000,SD,30004,373249,481613,37,48.4
2021-08-23T00:00:00.000,HI,43144,603833,1019537,93766,54.7
2021-08-23T00:00:00.000,WY,20612,215995,230233,243,37.9
2021-08-23T00:00:00.000,BP2,10281,85439,113908,0,0
2021-08-23T00:00:00.000,OR,198182,1892207,2808830,3277,57.4
2021-08-23T00:00:00.000,VT,41734,351422,473378,719,67.5
2021-08-23T00:00:00.000,AK,30016,293956,393025,200,46.6
2021-08-23T00:00:00.000,MT,43000,441760,519811,727,45.4
2021-08-23T00:00:00.000,MA,318310,3681530,5378749,217,65.4
2021-08-23T00:00:00.000,MH,1439,36487,0,0,31.1
2021-08-23T00:00:00.000,LA,149660,1759670,2160820,1294,40
2021-08-23T00:00:00.000,TX,1172729,11508292,16700189,814,46.2
2021-08-23T00:00:00.000,DC,29899,361348,543540,424,56.7
2021-08-23T00:00:00.000,WI,259621,2565554,3554124,798,53.3
2021-08-23T00:00:00.000,DD2,187357,1842753,2693766,1138,0
2021-08-23T00:00:00.000,LTC,28028,2017377,5871216,7156,0
2021-08-23T00:00:00.000,CO,249504,2714538,3749757,4332,56.2
2021-08-23T00:00:00.000,TN,193253,2426932,3507178,23591,40.9
2021-08-23T00:00:00.000,OH,477419,4585351,6401528,16494,47.8
2021-08-23T00:00:00.000,CA,1750427,18525495,26962549,12318,55
2021-08-23T00:00:00.000,FL,1156736,9320630,13695678,76128,51.6
2021-08-23T00:00:00.000,KY,186080,1901309,2361640,668,47.6
2021-08-23T00:00:00.000,GU,6428,73161,129222,1,61.4
2021-08-23T00:00:00.000,NY,1055964,9262733,13643179,7247,59.2
2021-08-23T00:00:00.000,IA,139380,1334844,1774603,174,50.9
2021-08-23T00:00:00.000,NC,382699,3960833,5889534,459,45.5
2021-08-22T00:00:00.000,NJ,413587,4268108,6125431,30,60.4
2021-08-22T00:00:00.000,DE,48619,443259,637480,957,54.3
2021-08-22T00:00:00.000,NY,1055182,9255285,13619626,7246,59.1
2021-08-22T00:00:00.000,IL,522766,5382124,8395683,16787,50.4
2021-08-22T00:00:00.000,AL,128941,1761745,2025456,4,36.3
2021-08-22T00:00:00.000,WY,20599,215862,230215,243,37.9
2021-08-22T00:00:00.000,PA,608748,6157703,8386854,648,54.3
2021-08-22T00:00:00.000,LTC,28020,2017280,5870991,7156,0
2021-08-22T00:00:00.000,WI,259355,2557347,3546195,798,53.1
2021-08-22T00:00:00.000,FL,1156724,9320493,13695220,76128,51.6
2021-08-22T00:00:00.000,VA2,203702,2828437,2469589,6,0
2021-08-22T00:00:00.000,OH,477023,4581557,6389639,16489,47.8
2021-08-22T00:00:00.000,AZ,267740,3095537,4056088,10494,47
2021-08-22T00:00:00.000,RI,49932,531463,791269,536,63.7
2021-08-22T00:00:00.000,LA,149449,1754633,2149987,1294,39.9
2021-08-22T00:00:00.000,TX,1171960,11488888,16646377,814,46.1
2021-08-22T00:00:00.000,SD,30002,373208,481026,37,48.4
2021-08-22T00:00:00.000,DC,29864,361067,542724,424,56.6
2021-08-22T00:00:00.000,OK,111493,1582973,2005641,164,42.4
2021-08-22T00:00:00.000,UT,141688,1234760,1791551,0,46.7
2021-08-22T00:00:00.000,MA,317953,3677851,5371572,217,65.3
2021-08-22T00:00:00.000,NE,74869,779703,1168133,4136,51.1
2021-08-22T00:00:00.000,CT,194972,1794234,2760175,799,65.1
2021-08-22T00:00:00.000,ND,30459,285153,371018,0,41.2
2021-08-22T00:00:00.000,KY,186054,1900437,2360266,668,47.6
2021-08-22T00:00:00.000,BP2,10187,85318,113593,0,0
2021-08-22T00:00:00.000,KS,99607,1166895,1580039,892,47.2
2021-08-22T00:00:00.000,RP,2234,23656,2262,0,81.2
2021-08-22T00:00:00.000,VI,1281,26139,64904,0,39
2021-08-22T00:00:00.000,MI,352565,4029331,5682409,1486,50
2021-08-22T00:00:00.000,MH,1439,36487,0,0,31.1
2021-08-22T00:00:00.000,MD,285569,2825804,4352932,9605,60.6
2021-08-22T00:00:00.000,MT,43000,441701,519810,727,45.4
2021-08-22T00:00:00.000,MN,283310,2401893,3603981,1622,55.1
2021-08-22T00:00:00.000,CA,1748024,18503852,26899331,12314,54.9
2021-08-22T00:00:00.000,IA,139380,1334839,1774598,174,50.9
2021-08-22T00:00:00.000,ME,111643,710320,892079,721,65.1
2021-08-22T00:00:00.000,NH,76413,674139,919488,25,59.3
2021-08-22T00:00:00.000,FM,10620,52003,0,0,31.9
2021-08-22T00:00:00.000,WV,39468,685899,778517,350,39.5
2021-08-22T00:00:00.000,AK,30016,293920,393020,200,46.6
2021-08-22T00:00:00.000,GU,6427,73159,129222,1,61.4
2021-08-22T00:00:00.000,NM,92484,1113939,1375067,4965,58.9
2021-08-22T00:00:00.000,VA,369910,3746722,5953295,3450,56.3
2021-08-22T00:00:00.000,DD2,186260,1837558,2681264,1137,0
2021-08-22T00:00:00.000,IN,238580,2404919,3642230,22771,45.6
2021-08-22T00:00:00.000,MO,196140,2153890,3468322,693,44
2021-08-22T00:00:00.000,AR,92162,1202749,1408241,1321,39.9
2021-08-22T00:00:00.000,ID,59717,602241,766744,1657,38.5
2021-08-22T00:00:00.000,SC,167964,1870535,2638522,1088,42.3
2021-08-22T00:00:00.000,OR,197691,1890196,2803246,3277,57.4
2021-08-22T00:00:00.000,PR,119836,1731920,2292332,357,61.9
2021-08-22T00:00:00.000,HI,43102,603598,1018842,93766,54.7
2021-08-22T00:00:00.000,MP,680,8670,55958,0,55.5
2021-08-22T00:00:00.000,VT,41639,351240,472665,718,67.4
2021-08-22T00:00:00.000,WA,396730,3636570,5294419,6333,59.4
2021-08-22T00:00:00.000,AS,545,13520,40898,1,45.3
2021-08-22T00:00:00.000,NV,142808,1161945,1827847,17,46.6
2021-08-22T00:00:00.000,CO,249241,2712902,3745103,4325,56.1
2021-08-22T00:00:00.000,MS,68354,1025541,1285154,1243,36.8
2021-08-22T00:00:00.000,TN,192958,2422080,3493573,23575,40.8
2021-08-22T00:00:00.000,IH2,29841,797582,722064,0,34
2021-08-22T00:00:00.000,GA,253699,3925312,5333966,5303,40.4
2021-08-22T00:00:00.000,NC,382205,3955541,5873704,459,45.4
2021-08-21T00:00:00.000,KS,99279,1163970,1574180,876,47
2021-08-21T00:00:00.000,AZ,267078,3090582,4045945,10461,46.9
2021-08-21T00:00:00.000,IA,139370,1334826,1774593,174,50.9
2021-08-21T00:00:00.000,IH2,29765,796978,720013,0,33.9
2021-08-21T00:00:00.000,MO,195736,2147108,3455500,690,43.8
2021-08-21T00:00:00.000,NE,74646,778340,1164780,4130,51
2021-08-21T00:00:00.000,MI,351894,4024106,5669128,1484,49.9
2021-08-21T00:00:00.000,PA,607290,6146479,8366664,647,54.2
2021-08-21T00:00:00.000,AR,91820,1196163,1396399,1281,39.5
2021-08-21T00:00:00.000,AS,545,13520,40898,1,45.3
2021-08-21T00:00:00.000,TX,1170188,11460229,16569306,814,46
2021-08-21T00:00:00.000,VA,369013,3740770,5939946,3439,56.2
2021-08-21T00:00:00.000,CO,248282,2709121,3735772,4322,56
2021-08-21T00:00:00.000,RI,49855,530645,789457,526,63.6
2021-08-21T00:00:00.000,IN,237914,2400740,3632076,22706,45.5
2021-08-21T00:00:00.000,NY,1053512,9244237,13580965,7240,59
2021-08-21T00:00:00.000,MH,1439,36386,0,0,31.1
2021-08-21T00:00:00.000,UT,141679,1234737,1791513,0,46.7
2021-08-21T00:00:00.000,FL,1153275,9264415,13583736,75707,51.2
2021-08-21T00:00:00.000,DC,29842,360502,541203,423,56.6
2021-08-21T00:00:00.000,VT,41568,350891,471763,708,67.3
2021-08-21T00:00:00.000,ID,59350,599961,764256,1651,38.4
2021-08-21T00:00:00.000,OR,196841,1887159,2796432,3260,57.3
2021-08-21T00:00:00.000,WV,39443,685693,778204,350,39.4
2021-08-21T00:00:00.000,WA,395175,3629208,5281088,6326,59.3
2021-08-21T00:00:00.000,DE,48617,443240,637452,957,54.3
2021-08-21T00:00:00.000,ME,111631,710037,891929,721,65.1
2021-08-21T00:00:00.000,OH,475725,4575164,6373633,16436,47.7
2021-08-21T00:00:00.000,WI,258949,2553605,3537541,797,53
2021-08-21T00:00:00.000,GA,253671,3925123,5333285,5303,40.4
2021-08-21T00:00:00.000,PR,119537,1729717,2282812,356,61.8
2021-08-21T00:00:00.000,CT,194495,1791587,2753852,787,65
2021-08-21T00:00:00.000,SC,167389,1864101,2628078,1087,42.2
2021-08-21T00:00:00.000,NC,381059,3947282,5853360,459,45.3
2021-08-21T00:00:00.000,CA,1743528,18470343,26813787,12303,54.8
2021-08-21T00:00:00.000,NM,92211,1111848,1371038,4953,58.8
2021-08-21T00:00:00.000,LTC,28004,2017047,5870750,7156,0
2021-08-21T00:00:00.000,RP,2234,23656,2078,0,80.2
2021-08-21T00:00:00.000,WY,20593,215846,230174,243,37.9
2021-08-21T00:00:00.000,GU,6427,73159,129222,1,61.4
2021-08-21T00:00:00.000,MS,68342,1025470,1284896,1243,36.8
2021-08-21T00:00:00.000,OK,111035,1577812,1995946,159,42.2
2021-08-21T00:00:00.000,VA2,202853,2826480,2467271,6,0
2021-08-21T00:00:00.000,AL,128789,1758520,2019203,4,36.3
2021-08-21T00:00:00.000,MN,282842,2399077,3594824,1613,55.1
2021-08-21T00:00:00.000,DD2,185855,1835124,2671529,1127,0
2021-08-21T00:00:00.000,BP2,10187,85318,113590,0,0
2021-08-21T00:00:00.000,MA,317344,3673557,5363539,217,65.2
2021-08-21T00:00:00.000,LA,148878,1746022,2133530,1293,39.6
2021-08-21T00:00:00.000,IL,521874,5375406,8376426,16733,50.3
2021-08-21T00:00:00.000,MD,285364,2822867,4344513,9601,60.5
2021-08-21T00:00:00.000,SD,29986,373082,480635,37,48.4
2021-08-21T00:00:00.000,FM,10620,52003,0,0,31.9
2021-08-21T00:00:00.000,KY,185889,1896672,2352359,668,47.5
2021-08-21T00:00:00.000,MT,43000,441655,519732,727,45.4
2021-08-21T00:00:00.000,NV,142448,1159877,1821965,17,46.5
2021-08-21T00:00:00.000,AK,30011,293885,392896,196,46.6
2021-08-21T00:00:00.000,NH,76289,673769,918307,25,59.2
2021-08-21T00:00:00.000,TN,192219,2413368,3477827,23441,40.7
2021-08-21T00:00:00.000,NJ,412996,4261779,6111698,30,60.3
2021-08-21T00:00:00.000,HI,42997,603399,1017560,93766,54.6
2021-08-21T00:00:00.000,ND,30452,284727,369839,0,41.1
2021-08-21T00:00:00.000,VI,1281,26139,64882,0,39
2021-08-21T00:00:00.000,MP,680,8670,55958,0,55.5
2021-08-20T00:00:00.000,KS,98962,1160615,1568941,869,46.9
2021-08-20T00:00:00.000,HI,42893,603053,1015704,93766,54.5
2021-08-20T00:00:00.000,VI,1278,26074,64426,0,38.7
2021-08-20T00:00:00.000,MT,42787,440921,518383,727,45.3
2021-08-20T00:00:00.000,IH2,29671,796502,718404,0,33.9
2021-08-20T00:00:00.000,NH,65389,661684,903109,25,59.1
2021-08-20T00:00:00.000,VT,41511,350644,471023,705,67.3
2021-08-20T00:00:00.000,KY,184661,1886282,2335289,660,47.2
2021-08-20T00:00:00.000,IA,139146,1333377,1769592,174,50.8
2021-08-20T00:00:00.000,SD,29865,372505,479247,37,48.3
2021-08-20T00:00:00.000,GU,6226,72959,128185,1,61
2021-08-20T00:00:00.000,PA,605707,6133692,8343432,636,54
2021-08-20T00:00:00.000,UT,141041,1228810,1777796,0,46.5
2021-08-20T00:00:00.000,AR,91466,1193110,1389445,1225,39.4
2021-08-20T00:00:00.000,AS,545,13419,40682,1,45.1
2021-08-20T00:00:00.000,WI,258409,2550558,3528067,796,52.9
2021-08-20T00:00:00.000,VA2,201972,2824232,2464830,6,0
2021-08-20T00:00:00.000,NJ,411924,4253945,6094225,30,60.2
2021-08-20T00:00:00.000,ND,30436,284229,368418,0,41
2021-08-20T00:00:00.000,LA,148274,1738652,2116565,1292,39.4
2021-08-20T00:00:00.000,MS,68109,1020836,1275931,1233,36.6
2021-08-20T00:00:00.000,ID,59010,598773,762202,1637,38.3
2021-08-20T00:00:00.000,IN,237133,2397100,3622996,22644,45.4
2021-08-20T00:00:00.000,NV,142115,1157661,1815130,17,46.4
2021-08-20T00:00:00.000,MO,195367,2141645,3443254,683,43.7
2021-08-20T00:00:00.000,MA,316486,3669604,5354529,217,65.1
2021-08-20T00:00:00.000,RP,2231,23624,1990,0,80.2
2021-08-20T00:00:00.000,MP,679,8613,55789,0,55.3
2021-08-20T00:00:00.000,VA,368163,3734364,5923952,3424,56.1
2021-08-20T00:00:00.000,PR,119529,1729668,2282810,356,61.8
2021-08-20T00:00:00.000,DC,29802,359877,540093,421,56.5
2021-08-20T00:00:00.000,NC,379937,3938817,5832588,459,45.1
2021-08-20T00:00:00.000,SC,166903,1858441,2618421,1087,42.1
2021-08-20T00:00:00.000,OK,110573,1572541,1987215,153,42.1
2021-08-20T00:00:00.000,AL,128304,1750847,2009446,4,36.1
2021-08-20T00:00:00.000,CO,247494,2705620,3725704,4301,55.9
2021-08-20T00:00:00.000,NM,91882,1109801,1367062,4943,58.7
2021-08-20T00:00:00.000,AK,29929,293434,391944,196,46.5
2021-08-20T00:00:00.000,MI,351217,4019264,5657707,1484,49.8
2021-08-20T00:00:00.000,OH,474489,4569557,6359634,16388,47.6
2021-08-20T00:00:00.000,BP2,10102,85123,113113,0,0
2021-08-20T00:00:00.000,GA,251687,3896050,5285044,5070,40.2
2021-08-20T00:00:00.000,NE,74292,776060,1157536,4103,50.8
2021-08-20T00:00:00.000,RI,49765,529710,787310,516,63.5
2021-08-20T00:00:00.000,DD2,185187,1831464,2661020,1122,0
2021-08-20T00:00:00.000,NY,1051161,9231154,13542995,7213,58.9
2021-08-20T00:00:00.000,WV,39375,684937,776927,350,39.4
2021-08-20T00:00:00.000,TX,1167453,11430064,16513840,810,45.9
2021-08-20T00:00:00.000,FL,1150627,9235216,13523820,75090,51
2021-08-20T00:00:00.000,CT,194003,1788807,2747613,774,64.9
2021-08-20T00:00:00.000,OR,196150,1884191,2790571,3249,57.2
2021-08-20T00:00:00.000,ME,111375,708847,889832,712,65
2021-08-20T00:00:00.000,DE,48529,442403,635626,945,54.2
2021-08-20T00:00:00.000,MD,284933,2818454,4334538,9553,60.4
2021-08-20T00:00:00.000,FM,10620,52003,0,0,31.9
2021-08-20T00:00:00.000,LTC,27936,2016101,5870121,7156,0
2021-08-20T00:00:00.000,MH,1433,36292,0,0,31
2021-08-20T00:00:00.000,IL,520848,5368611,8356474,16646,50.2
2021-08-20T00:00:00.000,WA,393928,3623270,5268470,6304,59.2
2021-08-20T00:00:00.000,TN,191349,2405488,3462784,23142,40.6
2021-08-20T00:00:00.000,CA,1739129,18441473,26741575,12272,54.7
2021-08-20T00:00:00.000,WY,20495,215340,229301,243,37.8
2021-08-20T00:00:00.000,AZ,266577,3084972,4033788,10395,46.8
2021-08-20T00:00:00.000,MN,282327,2395830,3585016,1599,55
2021-08-19T00:00:00.000,FM,10591,51818,0,0,31.8
2021-08-19T00:00:00.000,DC,29768,359415,538879,420,56.4
2021-08-19T00:00:00.000,FL,1148030,9206814,13462913,74424,50.9
2021-08-19T00:00:00.000,PA,603790,6123466,8323512,636,53.9
2021-08-19T00:00:00.000,AR,91313,1188626,1383250,1124,39.2
2021-08-19T00:00:00.000,WV,39292,684384,775915,350,39.4
2021-08-19T00:00:00.000,CO,246550,2702113,3717511,4287,55.8
2021-08-19T00:00:00.000,AL,127809,1741982,1988110,4,35.9
2021-08-19T00:00:00.000,CA,1734590,18411150,26669198,12253,54.6
2021-08-19T00:00:00.000,ID,58810,597490,760071,1629,38.3
2021-08-19T00:00:00.000,MO,194389,2127292,3408510,649,43.3
2021-08-19T00:00:00.000,AS,545,13419,40682,1,45.1
2021-08-19T00:00:00.000,DE,48431,441620,633897,937,54.1
2021-08-19T00:00:00.000,MP,676,8578,55662,0,55.1
2021-08-19T00:00:00.000,HI,42687,602489,1013479,93766,54.5
2021-08-19T00:00:00.000,MD,284484,2814612,4324268,9515,60.3
2021-08-19T00:00:00.000,OH,473226,4563867,6345038,16341,47.5
2021-08-19T00:00:00.000,AK,29839,293034,391019,196,46.5
2021-08-19T00:00:00.000,WI,257769,2547693,3518702,792,52.8
2021-08-19T00:00:00.000,CT,193450,1786004,2741172,763,64.8
2021-08-19T00:00:00.000,NJ,411133,4246766,6080238,30,60.1
2021-08-19T00:00:00.000,VI,1275,25940,63951,0,38.4
2021-08-19T00:00:00.000,GA,251625,3895737,5284510,5069,40.1
2021-08-19T00:00:00.000,BP2,9910,84703,112456,0,0
2021-08-19T00:00:00.000,ME,111166,707983,888045,705,64.9
2021-08-19T00:00:00.000,IH2,29535,795831,716214,0,33.8
2021-08-19T00:00:00.000,NE,74277,776046,1157470,4103,50.8
2021-08-19T00:00:00.000,NM,91554,1107005,1361992,4921,58.6
2021-08-19T00:00:00.000,NY,1048693,9217515,13502056,7183,58.8
2021-08-19T00:00:00.000,GU,6223,72942,128179,1,61
2021-08-19T00:00:00.000,IA,138837,1331692,1764655,169,50.7
2021-08-19T00:00:00.000,RI,49679,528967,785410,509,63.4
2021-08-19T00:00:00.000,SD,29750,371959,477654,37,48.2
2021-08-19T00:00:00.000,MI,350584,4015728,5647698,1484,49.7
2021-08-19T00:00:00.000,SC,166403,1852985,2609150,1087,42
2021-08-19T00:00:00.000,TN,190596,2397813,3448107,22897,40.4
2021-08-19T00:00:00.000,ND,30427,283866,367025,0,40.9
2021-08-19T00:00:00.000,OR,195339,1881185,2783640,3222,57.1
2021-08-19T00:00:00.000,MT,42497,439568,515330,727,45.2
2021-08-19T00:00:00.000,MN,281790,2392961,3575882,1362,54.9
2021-08-19T00:00:00.000,NH,65266,661254,901789,25,59.1
2021-08-19T00:00:00.000,VA2,200843,2821505,2461984,6,0
2021-08-19T00:00:00.000,UT,140890,1226096,1767446,0,46.3
